model,score_test,score_val,eval_metric,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
NeuralNetTorch_r14_BAG_L1,-0.3221216110559255,-0.3251376887248911,root_mean_squared_error,0.08659648895263672,0.0698540210723877,4.6607582569122314,0.08659648895263672,0.0698540210723877,4.6607582569122314,1,True,35
NeuralNetTorch_r36_BAG_L1,-0.3241401887398229,-0.3273484509352384,root_mean_squared_error,0.09672331809997559,0.05974626541137695,6.249941825866699,0.09672331809997559,0.05974626541137695,6.249941825866699,1,True,96
NeuralNetTorch_r143_BAG_L1,-0.32769944422529673,-0.3246926691713812,root_mean_squared_error,0.12247085571289062,0.2000439167022705,9.730100393295288,0.12247085571289062,0.2000439167022705,9.730100393295288,1,True,58
NeuralNetTorch_BAG_L1,-0.328881720552389,-0.34242052588102295,root_mean_squared_error,0.08314013481140137,0.1266179084777832,6.093257904052734,0.08314013481140137,0.1266179084777832,6.093257904052734,1,True,8
NeuralNetTorch_r87_BAG_L1,-0.33079107389595946,-0.3296235222637746,root_mean_squared_error,0.0959625244140625,0.06348299980163574,5.808659791946411,0.0959625244140625,0.06348299980163574,5.808659791946411,1,True,68
NeuralNetTorch_r30_BAG_L1,-0.33110531835638246,-0.3300406577324524,root_mean_squared_error,0.07427644729614258,0.136735200881958,10.89584732055664,0.07427644729614258,0.136735200881958,10.89584732055664,1,True,26
NeuralNetTorch_r1_BAG_L1,-0.3343249891670645,-0.3345364903408466,root_mean_squared_error,0.06157374382019043,0.06686544418334961,8.182059526443481,0.06157374382019043,0.06686544418334961,8.182059526443481,1,True,105
NeuralNetTorch_r135_BAG_L1,-0.3344262238196539,-0.3299072280451675,root_mean_squared_error,0.06981086730957031,0.08248662948608398,9.100269317626953,0.06981086730957031,0.08248662948608398,9.100269317626953,1,True,93
NeuralNetTorch_r41_BAG_L1,-0.3351256046365889,-0.3321396225308759,root_mean_squared_error,0.07502865791320801,0.10068297386169434,5.960120677947998,0.07502865791320801,0.10068297386169434,5.960120677947998,1,True,44
NeuralNetTorch_r121_BAG_L1,-0.33516492636723816,-0.33403449808679964,root_mean_squared_error,0.06074380874633789,0.1348400115966797,10.506093978881836,0.06074380874633789,0.1348400115966797,10.506093978881836,1,True,88
NeuralNetTorch_r79_BAG_L1,-0.33516563400208954,-0.33092011213380934,root_mean_squared_error,0.09946584701538086,0.11395382881164551,6.344915866851807,0.09946584701538086,0.11395382881164551,6.344915866851807,1,True,11
NeuralNetTorch_r22_BAG_L1,-0.3355183688862225,-0.3320141020476176,root_mean_squared_error,0.05372118949890137,0.07126760482788086,8.397809267044067,0.05372118949890137,0.07126760482788086,8.397809267044067,1,True,16
NeuralNetTorch_r197_BAG_L1,-0.3365366565628017,-0.3325701311731483,root_mean_squared_error,0.07758927345275879,0.05489158630371094,4.021254777908325,0.07758927345275879,0.05489158630371094,4.021254777908325,1,True,50
NeuralNetTorch_r71_BAG_L1,-0.3365678403973459,-0.33525357422901664,root_mean_squared_error,0.07254195213317871,0.09567999839782715,3.5868537425994873,0.07254195213317871,0.09567999839782715,3.5868537425994873,1,True,69
NeuralNetTorch_r31_BAG_L1,-0.3376044578176028,-0.33246766759404167,root_mean_squared_error,0.062397003173828125,0.06575322151184082,5.637990713119507,0.062397003173828125,0.06575322151184082,5.637990713119507,1,True,61
NeuralNetTorch_r76_BAG_L1,-0.33950250526734316,-0.3298012036960079,root_mean_squared_error,0.051714181900024414,0.06773948669433594,4.625882863998413,0.051714181900024414,0.06773948669433594,4.625882863998413,1,True,86
NeuralNetTorch_r19_BAG_L1,-0.3402202035389057,-0.3310168328334706,root_mean_squared_error,0.04520368576049805,0.06606888771057129,4.087521553039551,0.04520368576049805,0.06606888771057129,4.087521553039551,1,True,101
NeuralNetTorch_r89_BAG_L1,-0.34108023979791935,-0.3364177698845202,root_mean_squared_error,0.06619691848754883,0.10561466217041016,8.53246784210205,0.06619691848754883,0.10561466217041016,8.53246784210205,1,True,106
NeuralNetTorch_r86_BAG_L1,-0.3420448785948206,-0.3395419688485975,root_mean_squared_error,0.10471844673156738,0.055574655532836914,7.596215486526489,0.10471844673156738,0.055574655532836914,7.596215486526489,1,True,28
