,method,n_features,selected_features,rmse_mean,rmse_std,r2_mean,r2_std,alpha
8,RFE,9,"['PROP_ESC_URBANA', 'PROP_MAT_PRETA', 'COBERTURA_CRECHE_0_3', 'LOG_POP_TOTAL', 'TAXA_OCUP_MASC', 'PERC_RENDA_OUTRAS_FONTES', 'RENDA_MEDIANA_RESPONSAVEL', 'IDH_GINI', 'IDH_EXPECT_ANOS_ESTUDO']",0.34033979647265145,0.009418535201712005,0.09126498544834258,0.05489681357160994,
3,RFE,4,"['PROP_MAT_PRETA', 'COBERTURA_CRECHE_0_3', 'TAXA_OCUP_MASC', 'IDH_EXPECT_ANOS_ESTUDO']",0.3405111127937327,0.007511159845920036,0.09059004146870808,0.04538142438120221,
7,RFE,8,"['PROP_ESC_URBANA', 'PROP_MAT_PRETA', 'COBERTURA_CRECHE_0_3', 'LOG_POP_TOTAL', 'TAXA_OCUP_MASC', 'PERC_RENDA_OUTRAS_FONTES', 'RENDA_MEDIANA_RESPONSAVEL', 'IDH_EXPECT_ANOS_ESTUDO']",0.3406661232174539,0.00869202073102084,0.08940666157998478,0.055381792308044415,
28,RFS_forward,7,"['PROP_MAT_PRETA', 'PROP_MAT_PARDA', 'COBERTURA_CRECHE_0_3', 'MEDIA_MAT_0_3_POR_ESCOLA', 'TAXA_OCUP_MASC', 'IDH_EXPECT_ANOS_ESTUDO', 'IDH_RAZAO_DEPENDENCIA']",0.3410275037733317,0.007758782331872902,0.08764085454644979,0.04999053086146589,
27,RFS_forward,6,"['PROP_MAT_PRETA', 'COBERTURA_CRECHE_0_3', 'MEDIA_MAT_0_3_POR_ESCOLA', 'TAXA_OCUP_MASC', 'IDH_EXPECT_ANOS_ESTUDO', 'IDH_RAZAO_DEPENDENCIA']",0.3414465812811606,0.0075984105730202735,0.0855696418600465,0.04643994711243287,
4,RFE,5,"['PROP_ESC_URBANA', 'PROP_MAT_PRETA', 'COBERTURA_CRECHE_0_3', 'TAXA_OCUP_MASC', 'IDH_EXPECT_ANOS_ESTUDO']",0.3417044124253706,0.008052387642829414,0.08417577023741533,0.047815111986693394,
6,RFE,7,"['PROP_ESC_URBANA', 'PROP_MAT_PRETA', 'COBERTURA_CRECHE_0_3', 'LOG_POP_TOTAL', 'TAXA_OCUP_MASC', 'PERC_RENDA_OUTRAS_FONTES', 'IDH_EXPECT_ANOS_ESTUDO']",0.3417617113136474,0.008475693716403911,0.08371747221921247,0.05191869026709465,
26,RFS_forward,5,"['PROP_MAT_PRETA', 'COBERTURA_CRECHE_0_3', 'MEDIA_MAT_0_3_POR_ESCOLA', 'IDH_EXPECT_ANOS_ESTUDO', 'IDH_RAZAO_DEPENDENCIA']",0.34197807022913,0.0069648201001404186,0.08289744148324352,0.041034262980937354,
5,RFE,6,"['PROP_ESC_URBANA', 'PROP_MAT_PRETA', 'COBERTURA_CRECHE_0_3', 'TAXA_OCUP_MASC', 'PERC_RENDA_OUTRAS_FONTES', 'IDH_EXPECT_ANOS_ESTUDO']",0.342300729662118,0.008217308048664645,0.08095613561045736,0.048825830725433575,
25,RFS_forward,4,"['PROP_MAT_PRETA', 'MEDIA_MAT_0_3_POR_ESCOLA', 'IDH_EXPECT_ANOS_ESTUDO', 'IDH_RAZAO_DEPENDENCIA']",0.3429803842569864,0.007268230917926375,0.07790168053055804,0.03220694340112196,
2,RFE,3,"['PROP_MAT_PRETA', 'COBERTURA_CRECHE_0_3', 'TAXA_OCUP_MASC']",0.3445632455379089,0.007184019001500847,0.06925124843744127,0.03501800447322566,
24,RFS_forward,3,"['PROP_MAT_PRETA', 'MEDIA_MAT_0_3_POR_ESCOLA', 'IDH_EXPECT_ANOS_ESTUDO']",0.346344325829332,0.008116557778565068,0.05970075715322316,0.03565420597503094,
1,RFE,2,"['PROP_MAT_PRETA', 'COBERTURA_CRECHE_0_3']",0.34810170910837457,0.007504262079920321,0.05018782914316211,0.032436375461719194,
23,RFS_forward,2,"['PROP_MAT_PRETA', 'MEDIA_MAT_0_3_POR_ESCOLA']",0.3485278969248967,0.00857819777650455,0.0480029063857184,0.0321903867089854,
0,RFE,1,['PROP_MAT_PRETA'],0.3494770133209367,0.00842953674473421,0.04270119309060747,0.034941810396144496,
22,RFS_forward,1,['PROP_MAT_PRETA'],0.3494770133209367,0.00842953674473421,0.04270119309060747,0.034941810396144496,
56,Lasso,1,['PROP_MAT_PRETA'],0.3495541600114097,0.008402104789608853,0.04226080662805343,0.03533699464540714,0.04893900918477494
57,Lasso,1,['PROP_MAT_PRETA'],,,,,0.07880462815669913
