rmse,mae,r2,fold
0.2956936003359378,0.24271438099699297,0.2933213537175574,1
0.3142924353182249,0.24875516311122073,0.18448782047304568,2
0.3085334726282415,0.24379085499681113,0.22282192038185167,3
0.3097415134074421,0.2557765825125318,0.2631851037356534,4
0.3269647124837494,0.26052714015667255,0.2406348212214623,5
