rmse,mae,r2,fold
0.29841707261121525,0.2446526481476345,0.2802437422372881,1
0.31264595537502765,0.2474737034751905,0.19300986707328094,2
0.3090237825980028,0.24639363173352635,0.22034983241533468,3
0.30942802833140515,0.25250883026693993,0.2646757892119338,4
0.3240190857381713,0.2553935807012391,0.2542554389533823,5
