rmse,mae,r2,fold
0.2980622682115577,0.24505533181833722,0.2819542400410221,1
0.31433678988387737,0.24924022679586258,0.1842576256811289,2
0.3095970484102428,0.24618769313491226,0.21745451254530934,3
0.3090390565422149,0.2544023954796373,0.2665233309620969,4
0.32683954362571543,0.2600582198087026,0.2412161113441731,5
