rmse,mae,r2,fold
0.3223260536742181,0.27914301997500496,0.16029074469957916,1
0.33189806604705785,0.27746974485876896,0.09056421544458049,2
0.3390925992872791,0.285690291477659,0.061244291446946875,3
0.3324662050641465,0.28494589544346516,0.1511038228506405,4
0.35603614634963504,0.30075898877415425,0.0995966680353858,5
