rmse,mae,r2,fold
0.32235667634829246,0.276357727657592,0.16013118350966793,1
0.32897289106554095,0.2708333424577705,0.1065241502215234,2
0.33799528141688817,0.2819012019376641,0.06731016650281818,3
0.32753684108764924,0.2764271989192031,0.17608980310283362,4
0.3552640063571208,0.30039490908289634,0.10349786483310974,5
