rmse,mae,r2,fold
0.3249221368538559,0.28020185914808227,0.14670987550568027,1
0.330208353329813,0.27209404249605135,0.09980062679950497,2
0.3405986171301674,0.2859566364253997,0.05288715018633994,3
0.33183275316641,0.28047486851494324,0.1543355655649461,4
0.3576415290968679,0.2971923214772419,0.09145844452523444,5
