rmse,mae,r2,fold
0.3225053714995536,0.27528508699477033,0.15935618343727742,1
0.331282256449638,0.27519703282882685,0.09393585142659555,2
0.338309776741015,0.2787729723506296,0.06557367446403639,3
0.33652639843284704,0.28021867477049456,0.13024318425247483,4
0.36031754986891285,0.29999823703014067,0.07781141654261592,5
