rmse,mae,r2,fold
0.3227413629341648,0.27906209057148884,0.1581254608431929,1
0.33221694994067447,0.2750950102187383,0.08881582477808492,2
0.33844226384037424,0.28431681786884505,0.06484166089073551,3
0.3321282286913605,0.28196837501569383,0.15282887649813426,4
0.35518846890593764,0.29783052626193995,0.10387905901931727,5
