NU_ANO_CENSO;CO_MUNICIPIO;NO_MUNICIPIO;SG_UF;TAXA_CRE_INT;PROP_ESC_PUBLICA;PROP_ESC_URBANA;PROP_MAT_BRANCA;PROP_MAT_PRETA;PROP_MAT_PARDA;PROP_MAT_INDIGENA;COBERTURA_CRECHE_0_3;ESCOLAS_CRECHE_POR_1000_CRIAN;MEDIA_MAT_0_3_POR_ESCOLA;LOG_POP_TOTAL;PIB_PC;LOG_PIB_PC;TAXA_OCUP_FEM;TAXA_OCUP_MASC;PROP_MAES_JOVENS;PROP_DOM_SEM_CONJUGE_MULHER;PERC_RENDA_OUTRAS_FONTES;RENDA_MEDIANA_RESPONSAVEL;IDH_PROP_POBREZA_CRIANCAS;IDH_GINI;IDH_EXPECT_ANOS_ESTUDO;IDH_RAZAO_DEPENDENCIA
2022;2100055;Açailândia;MA;0.135303;0.817391;0.695652;0.145048;0.016151;0.836538;0.001131;0.206821;14.056961;15;11.576379;38939.02;10.569778;0.374363;0.631811;0.014926;0.151264;21.47;1212.0;36.65;0.56;9.34;55.43
2022;2100105;Afonso Cunha;MA;0.864198;1.0;0.24;0.040602;0.023903;0.932875;0.000327;0.362191;44.169611;8;8.723394;19123.21;9.85871;0.275815;0.419239;0.037771;0.124486;43.42;1200.0;78.75;0.59;8.62;74.96
2022;2100154;Água Doce do Maranhão;MA;0.0;0.969697;0.242424;0.09079;0.014749;0.890528;0.000983;0.187567;35.369775;5;9.404508;9946.8;9.205106;0.311589;0.473313;0.022701;0.110829;45.26;1200.0;71.85;0.59;8.07;65.18
2022;2100204;Alcântara;MA;0.0;0.982143;0.142857;0.066054;0.067747;0.865231;0.000484;0.173045;46.589018;4;9.823795;8321.87;9.026763;0.261981;0.421794;0.021182;0.150556;53.12;1200.0;67.97;0.59;8.21;59.08
2022;2100303;Aldeias Altas;MA;0.008863;0.982759;0.241379;0.043889;0.033889;0.919074;0.000926;0.284128;26.839426;11;10.055651;15862.32;9.671765;0.213457;0.35999;0.023668;0.165767;43.84;1200.0;73.89;0.59;6.68;70.61
2022;2100402;Altamira do Maranhão;MA;0.011299;1.0;0.352941;0.029438;0.012742;0.955624;0.000439;0.316206;33.596838;9;8.771525;12305.88;9.417914;0.271743;0.51944;0.025013;0.115838;43.05;1200.0;64.4;0.52;8.75;64.12
2022;2100436;Alto Alegre do Maranhão;MA;0.0;0.914286;0.571429;0.071256;0.013953;0.913302;0.000372;0.227365;17.802645;13;10.087849;14966.98;9.613669;0.341802;0.536583;0.026239;0.18336;36.25;1100.0;63.55;0.51;8.64;62.93
2022;2100477;Alto Alegre do Pindaré;MA;0.206349;0.985294;0.191176;0.081157;0.016747;0.90034;0.001405;0.434056;30.71364;14;10.154674;10982.03;9.304107;0.27266;0.396289;0.036708;0.135607;44.39;1200.0;76.49;0.57;9.8;72.95
2022;2100501;Alto Parnaíba;MA;0.0;0.974359;0.179487;0.110085;0.003849;0.883757;0.0;0.022573;44.018059;1;9.315601;70851.29;11.168353;0.399655;0.55059;0.025979;0.156113;30.48;1212.0;54.81;0.78;9.58;66.04
2022;2100550;Amapá do Maranhão;MA;0.003205;0.869565;0.521739;0.109673;0.014305;0.873978;0.000681;0.417054;35.658915;12;8.8778;10786.19;9.286115;0.208171;0.379578;0.025561;0.131358;49.32;1200.0;68.65;0.57;8.36;73.9
2022;2100600;Amarante do Maranhão;MA;0.0;0.963768;0.130435;0.058353;0.010638;0.689488;0.239836;0.167501;36.344482;5;10.520995;11733.37;9.370277;0.251672;0.411248;0.059296;0.117875;44.43;1200.0;61.2;0.59;8.21;76.4
2022;2100709;Anajatuba;MA;0.011364;0.972603;0.109589;0.308305;0.11703;0.560822;0.000839;0.177511;41.666667;4;10.139468;9325.57;9.140622;0.232987;0.443633;0.011079;0.142367;53.56;1070.0;69.99;0.6;9.18;59.76
2022;2100808;Anapurus;MA;0.0;0.928571;0.309524;0.047903;0.010485;0.940173;0.000411;0.401274;38.216561;10;9.531989;12914.23;9.466163;0.240997;0.409839;0.020584;0.145464;40.93;1100.0;65.71;0.54;10.1;65.57
2022;2100832;Apicum-Açu;MA;0.559006;0.961538;0.423077;0.108653;0.071288;0.810718;0.0059;0.31681;18.678161;17;9.771098;8709.29;9.07226;0.295532;0.601925;0.026327;0.134878;45.54;900.0;65.02;0.52;9.68;61.3
2022;2100873;Araguanã;MA;0.001972;1.0;0.241379;0.037497;0.020363;0.909362;0.032282;0.544643;32.366071;17;9.322061;10033.81;9.213815;0.284672;0.453037;0.030665;0.125195;44.46;1200.0;70.64;0.52;9.47;67.58
2022;2100907;Araioses;MA;0.005457;0.97619;0.178571;0.042191;0.011408;0.943957;0.000453;0.228805;29.797801;8;10.572675;7965.3;8.982976;0.174303;0.283945;0.01881;0.132938;59.34;900.0;70.84;0.59;8.91;66.17
2022;2100956;Arame;MA;0.0;0.985612;0.107914;0.082832;0.020361;0.531004;0.365109;0.187474;58.037578;3;10.147139;11604.19;9.359207;0.287875;0.45614;0.055707;0.110909;39.98;1200.0;75.43;0.72;6.87;73.87
2022;2101004;Arari;MA;0.075967;0.959459;0.310811;0.394719;0.013861;0.587459;0.00198;0.298451;34.725481;9;10.29123;12324.14;9.419396;0.285508;0.445218;0.01089;0.160945;42.77;1200.0;49.74;0.57;9.4;57.24
2022;2101103;Axixá;MA;0.0;1.0;0.142857;0.134385;0.015234;0.848749;0.001632;0.305;26.25;12;9.375092;9051.06;9.110748;0.310056;0.485765;0.017565;0.171394;47.53;1212.0;65.74;0.54;9.61;64.21
2022;2101202;Bacabal;MA;0.01219;0.890411;0.493151;0.157168;0.073025;0.765058;0.000838;0.283078;19.107447;15;11.549373;16857.57;9.732614;0.405812;0.631911;0.019933;0.180796;29.96;1212.0;42.67;0.55;9.79;57.44
2022;2101251;Bacabeira;MA;0.013624;0.892857;0.464286;0.215488;0.01908;0.765432;0.0;0.247224;20.725389;12;9.739026;26544.56;10.186618;0.278804;0.571564;0.023951;0.148715;32.21;1200.0;51.67;0.54;9.44;60.09
2022;2101301;Bacuri;MA;0.967949;1.0;0.323529;0.091248;0.228969;0.672999;0.001696;0.343798;26.033691;13;9.698368;8505.59;9.048596;0.334243;0.46087;0.020253;0.160794;46.4;1200.0;61.73;0.58;10.52;64.61
2022;2101350;Bacurituba;MA;0.0;0.95;0.3;0.041739;0.026087;0.931304;0.00087;0.354286;57.142857;6;8.566555;8659.56;9.066534;0.335135;0.53757;0.028917;0.160643;55.33;1000.0;73.33;0.55;10.41;64.99
2022;2101400;Balsas;MA;0.023834;0.778689;0.606557;0.097576;0.017296;0.880064;0.00091;0.114496;14.460116;8;11.530451;78713.22;11.273579;0.450505;0.685905;0.023258;0.15676;17.07;1250.0;30.79;0.58;9.55;57.42
2022;2101509;Barão de Grajaú;MA;0.170543;0.914286;0.371429;0.044881;0.014586;0.930154;0.0;0.15924;25.566107;6;9.851404;15474.5;9.647014;0.324179;0.539712;0.014132;0.150144;39.57;1212.0;50.15;0.52;8.82;52.3
2022;2101608;Barra do Corda;MA;0.001935;0.942222;0.208889;0.103051;0.027695;0.656777;0.206159;0.204991;32.458165;6;11.344897;12237.13;9.412312;0.330848;0.535455;0.030777;0.138672;37.02;1212.0;59.63;0.62;8.95;63.51
2022;2101707;Barreirinhas;MA;0.0;0.972678;0.185792;0.284528;0.02391;0.621846;0.000189;0.080892;33.720287;2;11.091179;11487.54;9.349105;0.326544;0.464864;0.031368;0.131708;38.76;1200.0;65.66;0.61;9.11;73.13
2022;2101731;Belágua;MA;0.0;0.983333;0.166667;0.012491;0.005905;0.981149;0.0;0.493685;68.886338;7;9.043223;10835.93;9.290715;0.184599;0.256244;0.041411;0.074396;54.52;710.0;82.65;0.63;8.06;92.05
2022;2101772;Bela Vista do Maranhão;MA;0.048421;0.952381;0.380952;0.16202;0.074604;0.758101;0.002261;0.451423;20.60844;22;9.371694;10608.6;9.269514;0.277887;0.523145;0.043885;0.155454;42.15;1200.0;65.04;0.5;9.23;67.93
2022;2101806;Benedito Leite;MA;0.0;1.0;0.210526;0.231729;0.026738;0.73262;0.001783;0.121212;47.979798;3;8.607034;17490.4;9.769465;0.27842;0.400714;0.007717;0.132086;48.34;1200.0;65.19;0.58;7.6;57.61
2022;2101905;Bequimão;MA;0.0;0.923077;0.282051;0.196818;0.081633;0.716361;0.002421;0.02292;33.106961;1;9.882519;8106.52;9.000547;0.289303;0.516552;0.01849;0.164117;52.33;1200.0;62.94;0.55;8.61;59.19
2022;2101939;Bernardo do Mearim;MA;0.859649;0.952381;0.190476;0.18932;0.055825;0.747573;0.002427;0.217742;42.33871;5;8.672657;18035.79;9.800169;0.229277;0.385448;0.010216;0.115918;54.03;1212.0;54.93;0.47;10.84;57.13
2022;2101970;Boa Vista do Gurupi;MA;0.0;1.0;0.4;0.083957;0.0266;0.878637;0.002494;0.355783;29.282577;12;8.932609;10638.24;9.272304;0.255203;0.345155;0.042254;0.150882;46.69;1184.0;64.92;0.52;9.38;79.27
2022;2102002;Bom Jardim;MA;0.033639;1.0;0.099174;0.07447;0.039573;0.732677;0.150442;0.415299;42.26336;10;10.407319;15170.66;9.627185;0.2303;0.386703;0.029902;0.142652;48.76;1200.0;64.0;0.58;8.41;70.54
2022;2102036;Bom Jesus das Selvas;MA;0.0;0.983871;0.274194;0.06267;0.020209;0.864214;0.050409;0.181553;22.602989;8;10.261162;14862.9;9.606691;0.30033;0.548743;0.036078;0.129278;32.33;1200.0;56.63;0.62;8.22;63.25
2022;2102077;Bom Lugar;MA;0.0;1.0;0.172414;0.110915;0.020841;0.866478;0.000353;0.310458;31.590414;10;9.410256;10544.63;9.263467;0.278782;0.482581;0.027681;0.112546;45.79;1121.0;69.29;0.49;8.96;60.91
2022;2102101;Brejo;MA;0.187861;0.934211;0.276316;0.064271;0.024599;0.908356;0.000844;0.397581;28.7226;14;10.437668;11323.94;9.334763;0.256563;0.477243;0.019507;0.148689;47.78;900.0;71.68;0.64;8.53;67.57
2022;2102150;Brejo de Areia;MA;0.0;1.0;0.125;0.065473;0.019148;0.912909;0.000618;0.317197;40.764331;8;9.129022;8896.18;9.09349;0.226155;0.39154;0.026843;0.089055;48.12;800.0;61.44;0.48;8.58;71.02
2022;2102200;Buriti;MA;0.0;0.935897;0.192308;0.028986;0.009662;0.960106;0.000156;0.405009;27.906977;15;10.298431;10688.97;9.277061;0.152693;0.307025;0.022199;0.136347;59.35;1000.0;78.96;0.63;10.14;77.3
2022;2102309;Buriti Bravo;MA;0.010292;0.915254;0.457627;0.041927;0.011264;0.945557;0.0;0.310624;34.064665;9;10.019313;13491.61;9.509897;0.275252;0.474953;0.031331;0.148882;48.88;1200.0;60.75;0.55;9.04;67.81
2022;2102325;Buriticupu;MA;0.000619;0.95;0.24;0.068959;0.014645;0.874224;0.03967;0.299363;20.546538;15;10.924138;17930.67;9.794323;0.272955;0.485605;0.033249;0.155675;33.96;1200.0;66.44;0.6;8.72;70.8
2022;2102358;Buritirana;MA;0.0;0.969697;0.212121;0.16568;0.016272;0.81213;0.003698;0.159844;32.163743;5;9.466454;10808.87;9.288215;0.291427;0.552557;0.023797;0.126426;45.52;1212.0;59.33;0.5;10.27;70.5
2022;2102374;Cachoeira Grande;MA;0.018657;0.982759;0.12069;0.038248;0.01217;0.949235;0.0;0.276869;67.757009;4;9.183277;7788.94;8.960589;0.232525;0.381172;0.035798;0.114296;57.89;700.0;84.1;0.57;8.74;78.22
2022;2102408;Cajapió;MA;0.042735;1.0;0.228571;0.073059;0.037544;0.884323;0.003044;0.225564;52.631579;4;9.222467;7292.26;8.894706;0.182924;0.265102;0.04854;0.162162;63.29;1000.0;75.16;0.57;9.02;65.23
2022;2102507;Cajari;MA;0.0;0.967213;0.131148;0.053823;0.025669;0.917196;0.000828;0.181685;44.688645;4;9.705829;8208.14;9.013003;0.212984;0.413188;0.024012;0.1236;59.39;1000.0;82.06;0.63;7.61;69.12
2022;2102556;Campestre do Maranhão;MA;0.0;0.947368;0.684211;0.172512;0.014218;0.808531;0.003791;0.257367;18.664047;14;9.417517;22759.94;10.032801;0.294244;0.563141;0.018673;0.130401;32.44;1212.0;32.0;0.48;9.91;59.2
2022;2102606;Cândido Mendes;MA;0.024242;0.964286;0.214286;0.13561;0.025691;0.832846;0.001951;0.449799;32.128514;14;9.900132;8905.23;9.094506;0.299331;0.560052;0.038585;0.123791;42.56;1000.0;68.49;0.58;8.83;63.99
2022;2102705;Cantanhede;MA;0.0;0.961039;0.246753;0.033294;0.201439;0.764598;0.0;0.4044;40.335254;10;10.098396;7788.71;8.960559;0.290551;0.388698;0.041545;0.12714;34.0;1000.0;72.5;0.6;8.83;65.6
2022;2102754;Capinzal do Norte;MA;0.007874;1.0;0.323529;0.152401;0.043841;0.781489;0.001392;0.274486;41.112455;7;9.339173;27299.45;10.214659;0.316015;0.42132;0.021951;0.143815;42.42;1200.0;67.4;0.57;8.35;61.07
2022;2102804;Carolina;MA;0.055147;0.943396;0.45283;0.166391;0.041277;0.780774;0.002935;0.139454;30.796049;5;10.088431;27108.64;10.207645;0.415224;0.613706;0.030742;0.15304;35.61;1212.0;49.0;0.55;8.76;64.06
2022;2102903;Carutapera;MA;0.0;0.977778;0.422222;0.124248;0.014601;0.833954;0.000286;0.238756;21.5311;11;10.095718;9719.2;9.181962;0.319659;0.590492;0.023559;0.131739;37.95;1000.0;64.37;0.54;9.72;66.95
2022;2103000;Caxias;MA;0.03053;0.927778;0.366667;0.085276;0.055363;0.85452;0.000622;0.147619;31.917723;5;11.963835;15544.51;9.651527;0.34973;0.54062;0.017547;0.18863;32.11;1212.0;51.35;0.55;9.66;59.54
2022;2103109;Cedral;MA;0.823789;1.0;0.15;0.177428;0.032013;0.786761;0.0;0.327014;31.595577;10;9.231025;8231.19;9.015808;0.238282;0.562647;0.013219;0.139607;53.24;1000.0;72.21;0.56;9.22;57.05
2022;2103125;Central do Maranhão;MA;0.141892;0.961538;0.384615;0.049527;0.099782;0.835397;0.010925;0.461538;42.553191;11;8.867146;9709.9;9.181004;0.237211;0.347874;0.007661;0.178249;50.54;900.0;68.46;0.54;9.52;73.46
2022;2103158;Centro do Guilherme;MA;0.533626;0.972222;0.194444;0.061347;0.010425;0.838813;0.087009;0.527626;28.015564;19;9.420844;10280.91;9.238141;0.352731;0.619655;0.052441;0.134024;38.79;1212.0;64.34;0.56;8.19;63.37
2022;2103174;Centro Novo do Maranhão;MA;0.0;0.968254;0.190476;0.070455;0.020455;0.751894;0.155682;0.414663;36.950147;11;9.696955;13143.05;9.483724;0.373087;0.664632;0.048651;0.119991;30.92;1000.0;63.64;0.56;7.66;71.23
2022;2103208;Chapadinha;MA;0.007946;0.929487;0.301282;0.122347;0.009788;0.863384;0.00112;0.256032;23.974182;11;11.306971;12808.79;9.457965;0.323061;0.493117;0.028953;0.165784;40.05;1212.0;62.91;0.59;8.72;65.38
2022;2103257;Cidelândia;MA;0.0;1.0;0.25;0.110316;0.018449;0.868599;0.00113;0.207743;22.66289;9;9.463353;18026.32;9.799644;0.323377;0.617635;0.023607;0.127049;33.2;1212.0;46.9;0.47;9.67;65.07
2022;2103307;Codó;MA;0.139084;0.941909;0.360996;0.055096;0.037435;0.905499;0.000251;0.194719;27.669346;7;11.646372;14296.57;9.567845;0.305619;0.497719;0.023487;0.193422;39.63;1202.0;60.03;0.57;8.88;65.62
2022;2103406;Coelho Neto;MA;0.0;0.887097;0.548387;0.0752;0.029143;0.893943;0.000229;0.312701;19.987105;16;10.637273;12757.43;9.453947;0.259093;0.456122;0.023559;0.178341;43.39;1212.0;60.29;0.54;8.28;64.9
2022;2103505;Colinas;MA;0.181116;0.91358;0.382716;0.172082;0.046601;0.773407;0.002351;0.360733;25.608599;14;10.604528;17047.5;9.743817;0.300107;0.48016;0.029539;0.161086;42.06;1200.0;62.46;0.63;9.2;62.25
2022;2103554;Conceição do Lago-Açu;MA;0.0;1.0;0.109091;0.227414;0.057352;0.713463;0.000221;0.150716;41.446873;4;9.61019;10997.85;9.305546;0.273185;0.514703;0.037211;0.127344;44.56;800.0;67.98;0.51;8.15;77.06
2022;2103604;Coroatá;MA;0.015823;0.925926;0.333333;0.113158;0.017152;0.864687;0.0027;0.270642;29.48886;9;10.994857;9992.08;9.209648;0.262853;0.429448;0.025195;0.158783;49.36;1200.0;63.7;0.58;9.35;65.19
2022;2103703;Cururupu;MA;0.021472;0.921875;0.46875;0.066027;0.154251;0.777652;0.000941;0.119915;27.118644;4;10.359614;9597.53;9.169366;0.321689;0.535501;0.024951;0.16199;47.75;1200.0;60.06;0.58;10.08;62.84
2022;2103752;Davinópolis;MA;0.01061;0.961538;0.692308;0.145972;0.011571;0.841121;0.00089;0.291558;22.628372;13;9.575331;15175.99;9.627536;0.440693;0.676749;0.012002;0.1407;25.96;1212.0;45.9;0.45;9.61;67.12
2022;2103802;Dom Pedro;MA;0.452206;0.862069;0.551724;0.116256;0.012808;0.86601;0.000246;0.321253;35.626536;9;10.045595;12844.14;9.460721;0.396671;0.634553;0.007447;0.161105;33.35;1200.0;46.97;0.48;8.9;58.08
2022;2103901;Duque Bacelar;MA;0.088496;1.0;0.28125;0.070563;0.041558;0.879654;0.001732;0.364183;38.461538;9;9.232493;10747.33;9.282506;0.220509;0.334445;0.031575;0.141142;53.22;1000.0;71.98;0.6;8.82;72.26
2022;2104008;Esperantinópolis;MA;0.91906;0.96;0.3;0.209001;0.021887;0.766646;0.0;0.253256;36.17945;7;9.815312;10107.53;9.221135;0.256955;0.412273;0.026111;0.136186;43.5;1212.0;60.01;0.59;9.82;61.23
2022;2104057;Estreito;MA;0.802768;0.818182;0.659091;0.265246;0.015738;0.714426;0.001311;0.1103;16.910069;7;10.413163;33194.72;10.410176;0.438367;0.657571;0.024921;0.144475;22.2;1212.0;33.32;0.56;7.73;51.6
2022;2104073;Feira Nova do Maranhão;MA;0.0;1.0;0.363636;0.110254;0.009923;0.865491;0.001103;0.145312;17.1875;8;8.993303;16548.83;9.714131;0.292282;0.521765;0.025351;0.108293;41.09;1200.0;71.57;0.62;9.51;69.75
2022;2104081;Fernando Falcão;MA;0.0;1.0;0.114286;0.052688;0.006093;0.473477;0.466308;0.229588;28.29426;8;9.29413;12990.89;9.472081;0.359989;0.526721;0.05922;0.073381;38.82;1100.0;81.2;0.55;5.75;75.94
2022;2104099;Formosa da Serra Negra;MA;0.002494;0.966667;0.266667;0.237569;0.031308;0.713628;0.005525;0.281465;22.883295;12;9.782449;12538.86;9.436667;0.290771;0.390302;0.019385;0.096963;42.43;1200.0;74.63;0.63;8.1;61.9
2022;2104107;Fortaleza dos Nogueiras;MA;0.0;0.97619;0.261905;0.120338;0.026807;0.825466;0.00204;0.345263;44.210526;8;9.444701;33508.7;10.41959;0.317565;0.578084;0.021752;0.123624;29.8;1212.0;48.53;0.53;8.65;59.47
2022;2104206;Fortuna;MA;0.054878;0.944444;0.361111;0.124891;0.035371;0.827948;0.00393;0.314841;25.936599;12;9.739615;12170.59;9.40686;0.24953;0.344326;0.023805;0.123029;48.89;1212.0;61.72;0.56;9.48;67.63
2022;2104305;Godofredo Viana;MA;0.054545;1.0;0.380952;0.313756;0.024214;0.660999;0.0;0.098793;23.051592;4;9.228868;95973.89;11.471842;0.319297;0.57343;0.029236;0.107927;27.33;1200.0;59.15;0.5;9.09;56.35
2022;2104404;Gonçalves Dias;MA;0.0;0.95082;0.229508;0.103429;0.032356;0.860343;0.001383;0.199848;46.352584;4;9.753072;9941.07;9.20453;0.287138;0.532817;0.021831;0.119311;45.37;1200.0;68.72;0.59;8.86;63.43
2022;2104503;Governador Archer;MA;0.0;1.0;0.407407;0.135892;0.015041;0.845954;0.000519;0.268717;36.096257;7;9.233275;9526.73;9.161962;0.241766;0.441132;0.024224;0.151617;44.92;1212.0;61.44;0.55;9.3;61.78
2022;2104552;Governador Edison Lobão;MA;0.0;0.863636;0.454545;0.160874;0.019258;0.81799;0.000705;0.197847;14.804845;13;9.820758;20781.65;9.941874;0.287363;0.563636;0.0322;0.137439;32.13;1212.0;38.84;0.46;9.52;61.14
2022;2104602;Governador Eugênio Barros;MA;0.0;0.977778;0.2;0.037464;0.009606;0.946206;0.003202;0.310646;39.267016;8;9.541872;12299.86;9.417424;0.259903;0.436381;0.034456;0.139968;43.2;1212.0;61.69;0.58;9.75;68.45
2022;2104628;Governador Luiz Rocha;MA;0.0;1.0;0.4375;0.134003;0.022613;0.829146;0.004188;0.344507;29.795158;12;8.862767;14155.6;9.557936;0.290443;0.448374;0.023856;0.110247;44.6;1212.0;64.26;0.55;9.35;65.4
2022;2104651;Governador Newton Bello;MA;0.004505;1.0;0.173913;0.030303;0.008418;0.956229;0.001684;0.612167;58.301648;10;9.279307;9644.92;9.17429;0.291194;0.493274;0.019393;0.107232;39.87;1000.0;70.46;0.52;8.19;70.45
2022;2104677;Governador Nunes Freire;MA;0.0;0.94;0.46;0.051552;0.018016;0.926829;0.002772;0.492732;25.062657;20;10.048843;12999.65;9.472755;0.318662;0.488088;0.022407;0.177745;36.77;1200.0;62.62;0.56;8.3;71.57
2022;2104701;Graça Aranha;MA;0.0;1.0;0.461538;0.128496;0.025699;0.845049;0.000756;0.33698;28.446389;12;8.703507;9548.9;9.164286;0.245895;0.39578;0.018764;0.115715;59.63;1212.0;58.84;0.53;8.55;58.29
2022;2104800;Grajaú;MA;0.045038;0.954887;0.24812;0.116376;0.021601;0.484537;0.374251;0.139769;38.849131;4;11.210103;17157.64;9.750257;0.3288;0.578926;0.037245;0.143067;28.62;1212.0;52.31;0.61;9.45;66.59
2022;2104909;Guimarães;MA;0.0;1.0;0.36;0.066472;0.029949;0.900657;0.001461;0.38088;37.936267;10;9.239025;9810.69;9.19133;0.311175;0.456421;0.006693;0.156099;57.95;1200.0;65.26;0.56;9.84;60.06
2022;2105005;Humberto de Campos;MA;0.204044;0.988372;0.209302;0.021922;0.008102;0.9695;0.0;0.222766;38.239217;6;10.153507;8103.47;9.000171;0.197918;0.307723;0.026696;0.124946;52.13;629.0;81.7;0.64;9.46;82.29
2022;2105104;Icatu;MA;0.0;0.954545;0.145455;0.024355;0.035817;0.931437;0.001023;0.215021;56.584362;4;10.118397;7584.25;8.933961;0.164482;0.294359;0.041607;0.133314;59.06;821.5;76.02;0.59;9.75;74.42
2022;2105153;Igarapé do Meio;MA;0.027944;1.0;0.2;0.068934;0.048753;0.870068;0.005896;0.396352;37.313433;11;9.545025;31678.98;10.36344;0.286996;0.449784;0.038572;0.156591;38.9;1200.0;56.66;0.5;9.02;69.55
2022;2105203;Igarapé Grande;MA;0.739958;0.935484;0.451613;0.162832;0.023724;0.812006;0.000359;0.606557;42.349727;14;9.233275;11648.03;9.362978;0.374027;0.573628;0.018881;0.138734;43.52;1200.0;50.58;0.52;9.96;56.85
2022;2105302;Imperatriz;MA;0.131941;0.741935;0.858871;0.225895;0.022018;0.744344;0.002109;0.324157;12.714037;25;12.517634;32122.98;10.377358;0.450083;0.667477;0.015762;0.16232;17.48;1215.0;24.08;0.56;9.9;48.52
2022;2105351;Itaipava do Grajaú;MA;0.0;0.978261;0.108696;0.092252;0.064516;0.667772;0.171239;0.173536;33.261027;5;9.534523;8787.68;9.081219;0.278243;0.488224;0.043778;0.101784;49.09;1112.0;72.93;0.55;8.82;71.92
2022;2105401;Itapecuru Mirim;MA;0.002396;0.958084;0.245509;0.107718;0.039038;0.851398;0.000671;0.217962;33.70333;6;11.009423;13847.14;9.535906;0.261068;0.453755;0.02125;0.171413;43.84;1200.0;62.49;0.56;9.59;64.26
2022;2105427;Itinga do Maranhão;MA;0.058414;0.877551;0.428571;0.142543;0.0195;0.834112;0.001099;0.382268;28.209557;14;10.021893;28328.48;10.251658;0.386039;0.64537;0.026436;0.138984;25.74;1212.0;44.71;0.52;9.42;59.79
2022;2105450;Jatobá;MA;0.0;1.0;0.285714;0.148912;0.019473;0.83047;0.001145;0.378333;35.0;11;8.918918;10523.22;9.261435;0.191051;0.323114;0.043623;0.105954;52.64;1000.0;62.34;0.57;10.14;67.89
2022;2105476;Jenipapo dos Vieiras;MA;0.0;1.0;0.04717;0.034141;0.007526;0.252019;0.704662;0.360448;51.631758;7;9.745488;8151.5;9.00608;0.172606;0.295553;0.050201;0.091278;48.01;1000.0;81.29;0.67;6.75;75.82
2022;2105500;João Lisboa;MA;0.002762;0.923077;0.415385;0.218058;0.030688;0.739451;0.003541;0.36191;35.268584;10;10.114963;12755.72;9.453813;0.396557;0.608956;0.009841;0.172061;30.43;1212.0;38.78;0.44;9.35;61.27
2022;2105609;Joselândia;MA;0.005236;0.951613;0.16129;0.082921;0.019389;0.892327;0.000413;0.127943;48.66562;3;9.610793;9433.26;9.152103;0.207201;0.391989;0.027505;0.105569;47.99;1200.0;67.78;0.57;9.33;63.59
2022;2105658;Junco do Maranhão;MA;0.0;1.0;0.416667;0.121951;0.02439;0.853659;0.0;0.361798;26.966292;13;8.546169;13180.33;9.486557;0.229715;0.425078;0.015235;0.141905;48.11;1200.0;59.35;0.52;9.08;65.57
2022;2105708;Lago da Pedra;MA;0.570153;0.905405;0.391892;0.115353;0.016657;0.866324;0.000833;0.200913;21.118721;10;10.701085;12464.52;9.430722;0.371535;0.648003;0.0277;0.147637;34.32;1212.0;55.31;0.55;9.53;63.4
2022;2105807;Lago do Junco;MA;0.854291;0.953488;0.162791;0.091441;0.022783;0.881158;0.000616;0.677143;61.428571;11;9.159784;10378.08;9.247547;0.403799;0.577264;0.013734;0.126481;42.56;1212.0;71.35;0.6;9.78;63.83
2022;2105906;Lago Verde;MA;0.984496;1.0;0.153846;0.100866;0.040613;0.849201;0.00233;0.177134;31.400966;6;9.600353;10040.15;9.214447;0.253219;0.442418;0.02252;0.136459;48.53;1200.0;64.17;0.51;8.54;72.53
2022;2105922;Lagoa do Mato;MA;0.0;0.933333;0.4;0.04709;0.01466;0.931142;0.0;0.318182;18.939394;17;9.266059;16298.15;9.698868;0.186265;0.290501;0.014403;0.10508;54.25;1200.0;61.89;0.52;9.52;58.26
2022;2105948;Lago dos Rodrigues;MA;1.0;0.971429;0.257143;0.109058;0.019378;0.867057;0.0;0.263072;57.189542;5;9.077837;10427.49;9.252297;0.314539;0.507005;0.018154;0.121969;43.3;1212.0;54.88;0.47;10.19;62.48
2022;2105963;Lagoa Grande do Maranhão;MA;0.009709;0.941176;0.205882;0.13244;0.026042;0.837054;0.000744;0.193702;32.442748;6;9.342421;10233.28;9.233499;0.279737;0.533565;0.021509;0.110154;42.66;1000.0;69.74;0.54;8.03;71.29
2022;2105989;Lajeado Novo;MA;0.0;1.0;0.263158;0.165111;0.012922;0.73654;0.083274;0.342152;33.5097;10;8.861917;16370.98;9.703327;0.266794;0.465075;0.020718;0.110162;39.33;1200.0;63.0;0.6;10.02;60.12
2022;2106003;Lima Campos;MA;0.019231;0.903226;0.322581;0.147995;0.041339;0.809012;0.000413;0.412639;38.413879;11;9.332381;24377.98;10.101476;0.352362;0.566187;0.024232;0.15082;37.34;1212.0;58.92;0.56;9.05;58.59
2022;2106102;Loreto;MA;0.901408;0.969697;0.393939;0.14772;0.013982;0.830395;0.00304;0.278796;43.193717;6;9.358588;45474.69;10.724933;0.302304;0.478082;0.015113;0.131398;37.71;1212.0;64.23;0.54;10.11;59.17
2022;2106201;Luís Domingues;MA;0.0;1.0;0.636364;0.1417;0.036437;0.819163;0.00135;0.451827;18.272425;25;8.876545;9273.98;9.135076;0.262566;0.369635;0.02799;0.113787;45.91;1200.0;66.11;0.6;9.13;62.43
2022;2106300;Magalhães de Almeida;MA;0.0;0.944444;0.277778;0.09253;0.015455;0.890034;0.0;0.858031;37.305699;23;9.533003;12300.28;9.417459;0.288942;0.399447;0.022917;0.137269;45.03;1212.0;68.96;0.59;9.19;60.16
