number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_k_features,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,user_attrs_rmse_cv_std,state
19,0.3132372241830805,2026-06-20 01:04:57.389415,2026-06-20 01:04:58.264253,0 days 00:00:00.874838,0.7358934304321301,41,0.05844976808801813,4,1.3790332487255659,111,2.2682633309659734e-05,3.859202130030283e-07,0.9239657829253609,0.0081195812873588,COMPLETE
20,0.3127099237202434,2026-06-20 01:04:58.264394,2026-06-20 01:04:59.750400,0 days 00:00:01.486006,0.6806578414541951,70,0.01804485206622812,3,0.21330005929878765,349,0.03169630156152499,0.00510881944663711,0.8344487095328195,0.009274176105660841,COMPLETE
21,0.31278604532445875,2026-06-20 01:04:59.750540,2026-06-20 01:05:01.197923,0 days 00:00:01.447383,0.6771324297238265,69,0.018712889143583274,3,0.1935820275960517,342,0.04955808604450081,0.004612534094303515,0.8369567289764456,0.009076529290918008,COMPLETE
22,0.31953979053558274,2026-06-20 01:05:01.198060,2026-06-20 01:05:02.087735,0 days 00:00:00.889675,0.63625818999723,89,0.01091649238750394,2,1.5047286713008148,217,0.04013214007868748,0.0032267616605318483,0.9162625977703251,0.00892389411787577,COMPLETE
23,0.3143274726249067,2026-06-20 01:05:02.087866,2026-06-20 01:05:03.605371,0 days 00:00:01.517505,0.6934418969857759,69,0.031455020182965344,3,4.950974625223284,368,0.0008774250539314257,0.0714847343278588,0.8245087648595036,0.00996796736917601,COMPLETE
24,0.3169989177742848,2026-06-20 01:05:03.605509,2026-06-20 01:05:06.602072,0 days 00:00:02.996563,0.7598471099563858,45,0.018763011421379545,4,0.8925947848583542,603,2.182663840623892e-05,0.0001422058698204423,0.758982095970808,0.009956623223154014,COMPLETE
25,0.314903273838307,2026-06-20 01:05:06.602216,2026-06-20 01:05:08.278222,0 days 00:00:01.676006,0.6359719023292972,68,0.009463528975972883,6,0.25514458676737034,175,9.861099469448973e-07,0.026525562142804084,0.8864539270470893,0.010647716749685218,COMPLETE
26,0.31773472369074157,2026-06-20 01:05:08.278371,2026-06-20 01:05:09.411814,0 days 00:00:01.133443,0.6687146965069657,81,0.00684947298370394,3,7.010017408479506,229,1.9551290237516354e-08,0.00047320682720441824,0.8230789304969127,0.00913424070504078,COMPLETE
27,0.31364819270300687,2026-06-20 01:05:09.411958,2026-06-20 01:05:11.896823,0 days 00:00:02.484865,0.6272963627262282,89,0.012968923351245129,5,2.062954407831156,394,0.06916510728214945,5.50537473708349e-07,0.7541271413145605,0.009461468432135812,COMPLETE
28,0.31668479229761076,2026-06-20 01:05:11.896965,2026-06-20 01:05:13.383257,0 days 00:00:01.486292,0.7086587362338737,28,0.024720864990096007,2,0.6786161167206102,496,0.0017780798467112318,0.007481626390688076,0.6721388371131782,0.01001080766503031,COMPLETE
29,0.31444546547199453,2026-06-20 01:05:13.383399,2026-06-20 01:05:14.540665,0 days 00:00:01.157266,0.8240786488019833,52,0.021808182577756314,5,0.11339644339157165,129,0.017559939441478514,0.046433569167195654,0.9710372851510236,0.011054618683746412,COMPLETE
30,0.3166981413294986,2026-06-20 01:05:14.540810,2026-06-20 01:05:19.184787,0 days 00:00:04.643977,0.6686684873720491,73,0.016059169670470448,6,0.3483687384003021,580,0.2775609455985423,1.5858701393794745,0.8925596066427826,0.010252390307860838,COMPLETE
31,0.3125806406474235,2026-06-20 01:05:19.184931,2026-06-20 01:05:20.723720,0 days 00:00:01.538789,0.6794366349432341,64,0.019634162748768225,3,0.21822611978034226,354,2.149995158649552,0.003213925966973068,0.8388090141134099,0.010001221379535338,COMPLETE
32,0.31604600531618937,2026-06-20 01:05:20.723863,2026-06-20 01:05:22.586922,0 days 00:00:01.863059,0.6236002247447887,64,0.029955795688163377,4,0.10540368539579259,439,9.077786685412503,0.0009996806711725166,0.841405629516867,0.010510936449510877,COMPLETE
33,0.3128522034736947,2026-06-20 01:05:22.587063,2026-06-20 01:05:24.112468,0 days 00:00:01.525405,0.6533861322303499,91,0.012429588020058327,3,0.5457866089551987,355,1.1182534725886568,0.002180424180709319,0.8591251475783954,0.009579490921374884,COMPLETE
34,0.31292000695082745,2026-06-20 01:05:24.112608,2026-06-20 01:05:25.605515,0 days 00:00:01.492907,0.722989807138565,83,0.02022809406485686,4,0.18664982736534758,256,0.17512964259964173,0.013910236130925171,0.8154679743826518,0.010538888580617767,COMPLETE
