NU_ANO_CENSO;CO_MUNICIPIO;NO_MUNICIPIO;SG_UF;QT_MAT_INF_CRE;QT_MAT_INF_CRE_INT;QT_MAT_BAS_0_3;QT_MAT_BAS_BRANCA;QT_MAT_BAS_PRETA;QT_MAT_BAS_PARDA;QT_MAT_BAS_AMARELA;QT_MAT_BAS_INDIGENA;QT_ESCOLAS;QT_ESC_FEDERAL;QT_ESC_ESTADUAL;QT_ESC_MUNICIPAL;QT_ESC_PRIVADA;QT_ESC_PUBLICA;QT_ESC_URBANA;QT_ESC_RURAL;POP_TOTAL;POP_0_4;RENDA_MEDIA_RESPONSAVEL;RENDA_MEDIANA_RESPONSAVEL;PIB;TOTAL_HOMENS;HOMENS_OCUPADOS;TOTAL_MULHERES;MULHERES_OCUPADAS;MULHERES_FILHOS_12_19;MULHERES_FILHOS_TOTAL;DOMICILIOS_TOTAL;DOM_SEM_CONJUGE_TOTAL;DOM_SEM_CONJUGE_HOMEM;DOM_SEM_CONJUGE_MULHER;IDH_PROP_POBREZA;IDH_PROP_POBREZA_CRIANCAS;IDH_PROP_VULNER_POBREZA;IDH_GINI;IDH_RENDA_PC;IDH_EXPECT_ANOS_ESTUDO;IDH_TAXA_FREQ_0_3;IDH_RAZAO_DEPENDENCIA;PERC_RENDA_TRABALHO;PERC_RENDA_OUTRAS_FONTES
2024;2209351;Santana do Piauí;PI;98.0;12.0;88.0;202.0;10.0;348.0;2.0;0.0;14;0;1;13;0;14;5;9;4174.0;207.0;1251.89;1212.0;52380000;1717;858;1754;591;11;1188;1401;191;41;150;42.54;58.45;67.05;0.47;228.52;8.93;18.06;52.13;46.12;53.88
2025;2209351;Santana do Piauí;PI;85.0;10.0;75.0;185.0;11.0;305.0;1.0;0.0;10;0;1;9;0;10;4;6;4159.0;207.0;1251.89;1212.0;52380000;1717;858;1754;591;11;1188;1401;191;41;150;42.54;58.45;67.05;0.47;228.52;8.93;18.06;52.13;46.12;53.88
2018;2209377;Santa Rosa do Piauí;PI;88.0;0.0;81.0;166.0;97.0;1016.0;4.0;2.0;17;0;1;16;0;17;7;10;5258.0;264.0;1238.64;1212.0;36934000;1878;681;1952;526;24;1489;1692;267;41;226;48.21;66.34;69.91;0.52;229.29;10.22;16.32;57.9;43.09;56.91
2019;2209377;Santa Rosa do Piauí;PI;86.0;0.0;77.0;152.0;77.0;791.0;0.0;1.0;17;0;1;16;0;17;7;10;5257.0;264.0;1238.64;1212.0;41750000;1878;681;1952;526;24;1489;1692;267;41;226;48.21;66.34;69.91;0.52;229.29;10.22;16.32;57.9;43.09;56.91
2020;2209377;Santa Rosa do Piauí;PI;87.0;0.0;82.0;158.0;80.0;799.0;0.0;0.0;17;0;1;16;0;17;7;10;5255.0;264.0;1238.64;1212.0;46466000;1878;681;1952;526;24;1489;1692;267;41;226;48.21;66.34;69.91;0.52;229.29;10.22;16.32;57.9;43.09;56.91
2021;2209377;Santa Rosa do Piauí;PI;83.0;0.0;75.0;158.0;77.0;798.0;0.0;0.0;17;0;1;16;0;17;7;10;5254.0;264.0;1238.64;1212.0;50228000;1878;681;1952;526;24;1489;1692;267;41;226;48.21;66.34;69.91;0.52;229.29;10.22;16.32;57.9;43.09;56.91
2022;2209377;Santa Rosa do Piauí;PI;85.0;85.0;77.0;159.0;80.0;1022.0;0.0;0.0;17;0;1;16;0;17;7;10;4650.0;264.0;1238.64;1212.0;54217000;1878;681;1952;526;24;1489;1692;267;41;226;48.21;66.34;69.91;0.52;229.29;10.22;16.32;57.9;43.09;56.91
2023;2209377;Santa Rosa do Piauí;PI;86.0;3.0;82.0;166.0;78.0;672.0;116.0;0.0;17;0;1;16;0;17;7;10;4650.0;264.0;1238.64;1212.0;63445000;1878;681;1952;526;24;1489;1692;267;41;226;48.21;66.34;69.91;0.52;229.29;10.22;16.32;57.9;43.09;56.91
2024;2209377;Santa Rosa do Piauí;PI;86.0;5.0;84.0;137.0;64.0;680.0;2.0;0.0;17;0;1;16;0;17;7;10;4690.0;264.0;1238.64;1212.0;63445000;1878;681;1952;526;24;1489;1692;267;41;226;48.21;66.34;69.91;0.52;229.29;10.22;16.32;57.9;43.09;56.91
2025;2209377;Santa Rosa do Piauí;PI;119.0;96.0;109.0;136.0;96.0;798.0;4.0;0.0;6;0;1;5;0;6;5;1;4666.0;264.0;1238.64;1212.0;63445000;1878;681;1952;526;24;1489;1692;267;41;226;48.21;66.34;69.91;0.52;229.29;10.22;16.32;57.9;43.09;56.91
2018;2209401;Santo Antônio de Lisboa;PI;32.0;0.0;50.0;711.0;150.0;921.0;13.0;1.0;12;0;3;7;2;10;9;3;6388.0;343.0;1305.58;1212.0;61210000;2350;1073;2466;630;29;1744;2097;331;40;291;31.38;46.05;56.14;0.47;329.44;7.16;18.96;52.93;40.36;59.64
2019;2209401;Santo Antônio de Lisboa;PI;60.0;0.0;60.0;510.0;75.0;680.0;4.0;1.0;12;0;3;7;2;10;9;3;6415.0;343.0;1305.58;1212.0;64131000;2350;1073;2466;630;29;1744;2097;331;40;291;31.38;46.05;56.14;0.47;329.44;7.16;18.96;52.93;40.36;59.64
2020;2209401;Santo Antônio de Lisboa;PI;65.0;0.0;65.0;508.0;73.0;671.0;31.0;2.0;12;0;3;7;2;10;9;3;6441.0;343.0;1305.58;1212.0;71695000;2350;1073;2466;630;29;1744;2097;331;40;291;31.38;46.05;56.14;0.47;329.44;7.16;18.96;52.93;40.36;59.64
2021;2209401;Santo Antônio de Lisboa;PI;73.0;0.0;65.0;416.0;60.0;602.0;32.0;1.0;12;0;3;7;2;10;9;3;6466.0;343.0;1305.58;1212.0;72021000;2350;1073;2466;630;29;1744;2097;331;40;291;31.38;46.05;56.14;0.47;329.44;7.16;18.96;52.93;40.36;59.64
2022;2209401;Santo Antônio de Lisboa;PI;82.0;0.0;78.0;309.0;24.0;508.0;36.0;1.0;12;0;3;7;2;10;9;3;5839.0;343.0;1305.58;1212.0;86075000;2350;1073;2466;630;29;1744;2097;331;40;291;31.38;46.05;56.14;0.47;329.44;7.16;18.96;52.93;40.36;59.64
2023;2209401;Santo Antônio de Lisboa;PI;67.0;5.0;73.0;274.0;62.0;417.0;106.0;1.0;12;0;3;7;2;10;9;3;5839.0;343.0;1305.58;1212.0;97849000;2350;1073;2466;630;29;1744;2097;331;40;291;31.38;46.05;56.14;0.47;329.44;7.16;18.96;52.93;40.36;59.64
2024;2209401;Santo Antônio de Lisboa;PI;84.0;2.0;78.0;219.0;13.0;694.0;13.0;0.0;12;0;3;7;2;10;9;3;5938.0;343.0;1305.58;1212.0;97849000;2350;1073;2466;630;29;1744;2097;331;40;291;31.38;46.05;56.14;0.47;329.44;7.16;18.96;52.93;40.36;59.64
2025;2209401;Santo Antônio de Lisboa;PI;94.0;2.0;90.0;271.0;66.0;851.0;11.0;0.0;10;0;2;6;2;8;7;3;5930.0;343.0;1305.58;1212.0;97849000;2350;1073;2466;630;29;1744;2097;331;40;291;31.38;46.05;56.14;0.47;329.44;7.16;18.96;52.93;40.36;59.64
2018;2209450;Santo Antônio dos Milagres;PI;29.0;0.0;46.0;13.0;16.0;558.0;3.0;0.0;9;0;2;7;0;9;4;5;2155.0;147.0;1309.77;1212.0;14127000;826;279;835;164;7;553;607;103;10;93;44.14;57.19;74.84;0.49;208.58;9.93;29.39;64.19;41.69;58.31
2019;2209450;Santo Antônio dos Milagres;PI;52.0;0.0;68.0;13.0;9.0;554.0;2.0;1.0;7;0;1;6;0;7;3;4;2161.0;147.0;1309.77;1212.0;15474000;826;279;835;164;7;553;607;103;10;93;44.14;57.19;74.84;0.49;208.58;9.93;29.39;64.19;41.69;58.31
2020;2209450;Santo Antônio dos Milagres;PI;29.0;0.0;40.0;14.0;11.0;519.0;1.0;1.0;9;0;2;7;0;9;4;5;2166.0;147.0;1309.77;1212.0;16740000;826;279;835;164;7;553;607;103;10;93;44.14;57.19;74.84;0.49;208.58;9.93;29.39;64.19;41.69;58.31
2021;2209450;Santo Antônio dos Milagres;PI;80.0;0.0;72.0;24.0;17.0;666.0;6.0;1.0;9;0;2;7;0;9;4;5;2172.0;147.0;1309.77;1212.0;18051000;826;279;835;164;7;553;607;103;10;93;44.14;57.19;74.84;0.49;208.58;9.93;29.39;64.19;41.69;58.31
2022;2209450;Santo Antônio dos Milagres;PI;66.0;0.0;73.0;18.0;19.0;674.0;8.0;1.0;9;0;2;7;0;9;4;5;2138.0;147.0;1309.77;1212.0;21018000;826;279;835;164;7;553;607;103;10;93;44.14;57.19;74.84;0.49;208.58;9.93;29.39;64.19;41.69;58.31
2023;2209450;Santo Antônio dos Milagres;PI;71.0;10.0;74.0;14.0;20.0;624.0;117.0;2.0;9;0;2;7;0;9;4;5;2138.0;147.0;1309.77;1212.0;25284000;826;279;835;164;7;553;607;103;10;93;44.14;57.19;74.84;0.49;208.58;9.93;29.39;64.19;41.69;58.31
2024;2209450;Santo Antônio dos Milagres;PI;54.0;6.0;56.0;16.0;12.0;595.0;13.0;3.0;9;0;2;7;0;9;4;5;2189.0;147.0;1309.77;1212.0;25284000;826;279;835;164;7;553;607;103;10;93;44.14;57.19;74.84;0.49;208.58;9.93;29.39;64.19;41.69;58.31
2025;2209450;Santo Antônio dos Milagres;PI;44.0;44.0;44.0;23.0;14.0;553.0;14.0;2.0;5;0;1;4;0;5;3;2;2169.0;147.0;1309.77;1212.0;25284000;826;279;835;164;7;553;607;103;10;93;44.14;57.19;74.84;0.49;208.58;9.93;29.39;64.19;41.69;58.31
2018;2209500;Santo Inácio do Piauí;PI;83.0;0.0;70.0;152.0;81.0;704.0;3.0;1.0;11;0;3;8;0;11;4;7;3785.0;203.0;1215.95;1200.0;31540000;1528;584;1520;332;11;1150;1336;208;21;187;42.63;54.95;67.63;0.52;235.42;9.76;2.36;50.81;40.96;59.04
2019;2209500;Santo Inácio do Piauí;PI;73.0;0.0;61.0;131.0;59.0;610.0;4.0;1.0;11;0;3;8;0;11;4;7;3798.0;203.0;1215.95;1200.0;33638000;1528;584;1520;332;11;1150;1336;208;21;187;42.63;54.95;67.63;0.52;235.42;9.76;2.36;50.81;40.96;59.04
2020;2209500;Santo Inácio do Piauí;PI;68.0;0.0;61.0;144.0;54.0;577.0;3.0;0.0;11;0;3;8;0;11;4;7;3803.0;203.0;1215.95;1200.0;37600000;1528;584;1520;332;11;1150;1336;208;21;187;42.63;54.95;67.63;0.52;235.42;9.76;2.36;50.81;40.96;59.04
2021;2209500;Santo Inácio do Piauí;PI;79.0;0.0;71.0;142.0;54.0;577.0;3.0;0.0;11;0;3;8;0;11;4;7;3809.0;203.0;1215.95;1200.0;40377000;1528;584;1520;332;11;1150;1336;208;21;187;42.63;54.95;67.63;0.52;235.42;9.76;2.36;50.81;40.96;59.04
2022;2209500;Santo Inácio do Piauí;PI;126.0;1.0;116.0;159.0;57.0;754.0;3.0;1.0;11;0;3;8;0;11;4;7;3646.0;203.0;1215.95;1200.0;44444000;1528;584;1520;332;11;1150;1336;208;21;187;42.63;54.95;67.63;0.52;235.42;9.76;2.36;50.81;40.96;59.04
2023;2209500;Santo Inácio do Piauí;PI;142.0;4.0;136.0;193.0;74.0;858.0;42.0;0.0;11;0;3;8;0;11;4;7;3646.0;203.0;1215.95;1200.0;49248000;1528;584;1520;332;11;1150;1336;208;21;187;42.63;54.95;67.63;0.52;235.42;9.76;2.36;50.81;40.96;59.04
2024;2209500;Santo Inácio do Piauí;PI;120.0;120.0;119.0;126.0;66.0;878.0;8.0;0.0;11;0;3;8;0;11;4;7;3719.0;203.0;1215.95;1200.0;49248000;1528;584;1520;332;11;1150;1336;208;21;187;42.63;54.95;67.63;0.52;235.42;9.76;2.36;50.81;40.96;59.04
2025;2209500;Santo Inácio do Piauí;PI;117.0;117.0;114.0;131.0;66.0;836.0;4.0;0.0;4;0;2;2;0;4;3;1;3682.0;203.0;1215.95;1200.0;49248000;1528;584;1520;332;11;1150;1336;208;21;187;42.63;54.95;67.63;0.52;235.42;9.76;2.36;50.81;40.96;59.04
2018;2209559;São Braz do Piauí;PI;122.0;0.0;123.0;225.0;70.0;694.0;27.0;2.0;14;0;1;13;0;14;3;11;4444.0;264.0;1195.07;1212.0;32199000;1843;737;1706;410;28;1311;1519;206;41;165;47.0;64.22;67.4;0.53;220.96;8.63;20.31;54.81;43.8;56.2
2019;2209559;São Braz do Piauí;PI;134.0;0.0;116.0;163.0;22.0;504.0;14.0;2.0;11;0;1;10;0;11;3;8;4448.0;264.0;1195.07;1212.0;33905000;1843;737;1706;410;28;1311;1519;206;41;165;47.0;64.22;67.4;0.53;220.96;8.63;20.31;54.81;43.8;56.2
2020;2209559;São Braz do Piauí;PI;90.0;0.0;82.0;159.0;14.0;507.0;11.0;2.0;10;0;1;9;0;10;3;7;4451.0;264.0;1195.07;1212.0;40275000;1843;737;1706;410;28;1311;1519;206;41;165;47.0;64.22;67.4;0.53;220.96;8.63;20.31;54.81;43.8;56.2
2021;2209559;São Braz do Piauí;PI;102.0;0.0;92.0;192.0;13.0;561.0;8.0;1.0;10;0;1;9;0;10;3;7;4454.0;264.0;1195.07;1212.0;39471000;1843;737;1706;410;28;1311;1519;206;41;165;47.0;64.22;67.4;0.53;220.96;8.63;20.31;54.81;43.8;56.2
2022;2209559;São Braz do Piauí;PI;96.0;7.0;97.0;180.0;15.0;618.0;11.0;2.0;10;0;1;9;0;10;3;7;4358.0;264.0;1195.07;1212.0;43000000;1843;737;1706;410;28;1311;1519;206;41;165;47.0;64.22;67.4;0.53;220.96;8.63;20.31;54.81;43.8;56.2
2023;2209559;São Braz do Piauí;PI;141.0;141.0;136.0;279.0;11.0;605.0;13.0;1.0;10;0;1;9;0;10;3;7;4358.0;264.0;1195.07;1212.0;53740000;1843;737;1706;410;28;1311;1519;206;41;165;47.0;64.22;67.4;0.53;220.96;8.63;20.31;54.81;43.8;56.2
2024;2209559;São Braz do Piauí;PI;118.0;118.0;113.0;200.0;10.0;589.0;4.0;0.0;10;0;1;9;0;10;3;7;4451.0;264.0;1195.07;1212.0;53740000;1843;737;1706;410;28;1311;1519;206;41;165;47.0;64.22;67.4;0.53;220.96;8.63;20.31;54.81;43.8;56.2
2025;2209559;São Braz do Piauí;PI;129.0;129.0;120.0;206.0;14.0;665.0;2.0;0.0;11;0;1;10;0;11;4;7;4454.0;264.0;1195.07;1212.0;53740000;1843;737;1706;410;28;1311;1519;206;41;165;47.0;64.22;67.4;0.53;220.96;8.63;20.31;54.81;43.8;56.2
2018;2209609;São Félix do Piauí;PI;44.0;0.0;37.0;145.0;33.0;549.0;3.0;0.0;11;0;1;10;0;11;5;6;2954.0;142.0;1418.95;1212.0;27496000;1170;539;1209;411;6;939;1031;126;18;108;38.48;63.48;62.5;0.52;309.48;9.52;27.22;55.44;45.51;54.49
2019;2209609;São Félix do Piauí;PI;54.0;0.0;50.0;98.0;37.0;510.0;2.0;1.0;10;0;1;9;0;10;4;6;2942.0;142.0;1418.95;1212.0;29205000;1170;539;1209;411;6;939;1031;126;18;108;38.48;63.48;62.5;0.52;309.48;9.52;27.22;55.44;45.51;54.49
2020;2209609;São Félix do Piauí;PI;68.0;0.0;63.0;192.0;85.0;435.0;0.0;2.0;10;0;1;9;0;10;4;6;2932.0;142.0;1418.95;1212.0;30952000;1170;539;1209;411;6;939;1031;126;18;108;38.48;63.48;62.5;0.52;309.48;9.52;27.22;55.44;45.51;54.49
2021;2209609;São Félix do Piauí;PI;76.0;0.0;70.0;188.0;75.0;478.0;0.0;1.0;10;0;1;9;0;10;4;6;2923.0;142.0;1418.95;1212.0;32116000;1170;539;1209;411;6;939;1031;126;18;108;38.48;63.48;62.5;0.52;309.48;9.52;27.22;55.44;45.51;54.49
2022;2209609;São Félix do Piauí;PI;64.0;0.0;59.0;169.0;69.0;480.0;89.0;0.0;8;0;1;7;0;8;4;4;2842.0;142.0;1418.95;1212.0;33367000;1170;539;1209;411;6;939;1031;126;18;108;38.48;63.48;62.5;0.52;309.48;9.52;27.22;55.44;45.51;54.49
2023;2209609;São Félix do Piauí;PI;77.0;0.0;72.0;170.0;100.0;563.0;2.0;0.0;9;0;1;8;0;9;5;4;2842.0;142.0;1418.95;1212.0;38023000;1170;539;1209;411;6;939;1031;126;18;108;38.48;63.48;62.5;0.52;309.48;9.52;27.22;55.44;45.51;54.49
2024;2209609;São Félix do Piauí;PI;70.0;0.0;66.0;178.0;117.0;524.0;2.0;0.0;8;0;1;7;0;8;5;3;2885.0;142.0;1418.95;1212.0;38023000;1170;539;1209;411;6;939;1031;126;18;108;38.48;63.48;62.5;0.52;309.48;9.52;27.22;55.44;45.51;54.49
2025;2209609;São Félix do Piauí;PI;68.0;18.0;64.0;157.0;64.0;441.0;0.0;0.0;8;0;1;7;0;8;5;3;2879.0;142.0;1418.95;1212.0;38023000;1170;539;1209;411;6;939;1031;126;18;108;38.48;63.48;62.5;0.52;309.48;9.52;27.22;55.44;45.51;54.49
2018;2209658;São Francisco de Assis do Piauí;PI;110.0;0.0;90.0;803.0;108.0;559.0;69.0;1.0;26;0;2;24;0;26;4;22;5731.0;375.0;1093.32;1045.0;42321000;2265;586;2196;357;21;1581;1886;269;46;223;65.37;80.56;83.9;0.6;141.81;7.26;15.12;59.28;34.21;65.79
2019;2209658;São Francisco de Assis do Piauí;PI;82.0;0.0;76.0;760.0;109.0;512.0;47.0;1.0;26;0;2;24;0;26;4;22;5755.0;375.0;1093.32;1045.0;48034000;2265;586;2196;357;21;1581;1886;269;46;223;65.37;80.56;83.9;0.6;141.81;7.26;15.12;59.28;34.21;65.79
2020;2209658;São Francisco de Assis do Piauí;PI;104.0;0.0;85.0;768.0;110.0;532.0;52.0;1.0;26;0;2;24;0;26;4;22;5779.0;375.0;1093.32;1045.0;52643000;2265;586;2196;357;21;1581;1886;269;46;223;65.37;80.56;83.9;0.6;141.81;7.26;15.12;59.28;34.21;65.79
2021;2209658;São Francisco de Assis do Piauí;PI;112.0;0.0;102.0;759.0;98.0;509.0;50.0;0.0;26;0;2;24;0;26;4;22;5801.0;375.0;1093.32;1045.0;55545000;2265;586;2196;357;21;1581;1886;269;46;223;65.37;80.56;83.9;0.6;141.81;7.26;15.12;59.28;34.21;65.79
2022;2209658;São Francisco de Assis do Piauí;PI;75.0;0.0;80.0;679.0;161.0;601.0;86.0;2.0;10;0;2;8;0;10;4;6;5572.0;375.0;1093.32;1045.0;60351000;2265;586;2196;357;21;1581;1886;269;46;223;65.37;80.56;83.9;0.6;141.81;7.26;15.12;59.28;34.21;65.79
2023;2209658;São Francisco de Assis do Piauí;PI;119.0;0.0;105.0;748.0;98.0;468.0;69.0;0.0;10;0;2;8;0;10;4;6;5572.0;375.0;1093.32;1045.0;68222000;2265;586;2196;357;21;1581;1886;269;46;223;65.37;80.56;83.9;0.6;141.81;7.26;15.12;59.28;34.21;65.79
2024;2209658;São Francisco de Assis do Piauí;PI;136.0;0.0;120.0;782.0;57.0;490.0;29.0;0.0;10;0;2;8;0;10;4;6;5703.0;375.0;1093.32;1045.0;68222000;2265;586;2196;357;21;1581;1886;269;46;223;65.37;80.56;83.9;0.6;141.81;7.26;15.12;59.28;34.21;65.79
2025;2209658;São Francisco de Assis do Piauí;PI;133.0;0.0;127.0;735.0;62.0;530.0;41.0;0.0;9;0;2;7;0;9;4;5;5713.0;375.0;1093.32;1045.0;68222000;2265;586;2196;357;21;1581;1886;269;46;223;65.37;80.56;83.9;0.6;141.81;7.26;15.12;59.28;34.21;65.79
2018;2209708;São Francisco do Piauí;PI;76.0;0.0;94.0;125.0;162.0;1627.0;15.0;2.0;27;0;2;25;0;27;6;21;6425.0;309.0;1178.07;1200.0;50842000;2175;399;2259;333;13;1717;2082;316;40;276;43.98;57.22;71.11;0.54;256.79;9.38;20.87;61.99;25.82;74.18
2019;2209708;São Francisco do Piauí;PI;95.0;0.0;93.0;124.0;137.0;1276.0;14.0;2.0;27;0;2;25;0;27;6;21;6423.0;309.0;1178.07;1200.0;52669000;2175;399;2259;333;13;1717;2082;316;40;276;43.98;57.22;71.11;0.54;256.79;9.38;20.87;61.99;25.82;74.18
2020;2209708;São Francisco do Piauí;PI;78.0;0.0;110.0;129.0;154.0;1221.0;12.0;3.0;28;0;1;27;0;28;6;22;6420.0;309.0;1178.07;1200.0;56606000;2175;399;2259;333;13;1717;2082;316;40;276;43.98;57.22;71.11;0.54;256.79;9.38;20.87;61.99;25.82;74.18
2021;2209708;São Francisco do Piauí;PI;130.0;0.0;123.0;129.0;152.0;1197.0;11.0;2.0;21;0;1;20;0;21;5;16;6417.0;309.0;1178.07;1200.0;58406000;2175;399;2259;333;13;1717;2082;316;40;276;43.98;57.22;71.11;0.54;256.79;9.38;20.87;61.99;25.82;74.18
2022;2209708;São Francisco do Piauí;PI;118.0;1.0;108.0;103.0;126.0;867.0;210.0;2.0;16;0;1;15;0;16;5;11;5392.0;309.0;1178.07;1200.0;58610000;2175;399;2259;333;13;1717;2082;316;40;276;43.98;57.22;71.11;0.54;256.79;9.38;20.87;61.99;25.82;74.18
2023;2209708;São Francisco do Piauí;PI;112.0;4.0;94.0;99.0;128.0;905.0;4.0;2.0;13;0;1;12;0;13;5;8;5392.0;309.0;1178.07;1200.0;67264000;2175;399;2259;333;13;1717;2082;316;40;276;43.98;57.22;71.11;0.54;256.79;9.38;20.87;61.99;25.82;74.18
2024;2209708;São Francisco do Piauí;PI;102.0;0.0;93.0;83.0;131.0;765.0;3.0;1.0;13;0;1;12;0;13;5;8;5404.0;309.0;1178.07;1200.0;67264000;2175;399;2259;333;13;1717;2082;316;40;276;43.98;57.22;71.11;0.54;256.79;9.38;20.87;61.99;25.82;74.18
2025;2209708;São Francisco do Piauí;PI;117.0;0.0;98.0;103.0;144.0;812.0;3.0;0.0;11;0;1;10;0;11;5;6;5358.0;309.0;1178.07;1200.0;67264000;2175;399;2259;333;13;1717;2082;316;40;276;43.98;57.22;71.11;0.54;256.79;9.38;20.87;61.99;25.82;74.18
2018;2209757;São Gonçalo do Gurguéia;PI;37.0;0.0;35.0;12.0;45.0;516.0;6.0;2.0;12;0;1;11;0;12;3;9;3025.0;228.0;1390.36;1212.0;32271000;1192;406;1134;255;33;654;929;169;24;145;51.86;63.21;74.46;0.67;281.43;8.15;6.54;63.01;53.91;46.09
2019;2209757;São Gonçalo do Gurguéia;PI;34.0;0.0;26.0;15.0;19.0;450.0;4.0;2.0;12;0;1;11;0;12;3;9;3041.0;228.0;1390.36;1212.0;48017000;1192;406;1134;255;33;654;929;169;24;145;51.86;63.21;74.46;0.67;281.43;8.15;6.54;63.01;53.91;46.09
2020;2209757;São Gonçalo do Gurguéia;PI;34.0;0.0;25.0;11.0;8.0;402.0;4.0;2.0;12;0;1;11;0;12;3;9;3057.0;228.0;1390.36;1212.0;53774000;1192;406;1134;255;33;654;929;169;24;145;51.86;63.21;74.46;0.67;281.43;8.15;6.54;63.01;53.91;46.09
2021;2209757;São Gonçalo do Gurguéia;PI;42.0;0.0;29.0;14.0;7.0;425.0;3.0;1.0;12;0;1;11;0;12;3;9;3071.0;228.0;1390.36;1212.0;54607000;1192;406;1134;255;33;654;929;169;24;145;51.86;63.21;74.46;0.67;281.43;8.15;6.54;63.01;53.91;46.09
2022;2209757;São Gonçalo do Gurguéia;PI;41.0;0.0;37.0;16.0;19.0;426.0;146.0;5.0;12;0;1;11;0;12;3;9;2947.0;228.0;1390.36;1212.0;60001000;1192;406;1134;255;33;654;929;169;24;145;51.86;63.21;74.46;0.67;281.43;8.15;6.54;63.01;53.91;46.09
2023;2209757;São Gonçalo do Gurguéia;PI;54.0;0.0;47.0;15.0;14.0;429.0;172.0;8.0;13;0;1;12;0;13;4;9;2947.0;228.0;1390.36;1212.0;64213000;1192;406;1134;255;33;654;929;169;24;145;51.86;63.21;74.46;0.67;281.43;8.15;6.54;63.01;53.91;46.09
2024;2209757;São Gonçalo do Gurguéia;PI;73.0;0.0;63.0;29.0;28.0;583.0;11.0;0.0;9;0;1;8;0;9;4;5;3019.0;228.0;1390.36;1212.0;64213000;1192;406;1134;255;33;654;929;169;24;145;51.86;63.21;74.46;0.67;281.43;8.15;6.54;63.01;53.91;46.09
2025;2209757;São Gonçalo do Gurguéia;PI;82.0;31.0;71.0;36.0;55.0;621.0;6.0;0.0;8;0;1;7;0;8;4;4;3026.0;228.0;1390.36;1212.0;64213000;1192;406;1134;255;33;654;929;169;24;145;51.86;63.21;74.46;0.67;281.43;8.15;6.54;63.01;53.91;46.09
2018;2209807;São Gonçalo do Piauí;PI;81.0;0.0;102.0;193.0;118.0;918.0;17.0;2.0;12;0;3;8;1;11;7;5;4999.0;355.0;1471.91;1212.0;42045000;1847;798;1876;487;27;1465;1571;251;37;214;51.3;68.18;69.1;0.55;227.37;9.76;27.93;58.52;51.73;48.27
2019;2209807;São Gonçalo do Piauí;PI;101.0;0.0;120.0;169.0;90.0;934.0;12.0;1.0;8;0;2;5;1;7;6;2;5015.0;355.0;1471.91;1212.0;45105000;1847;798;1876;487;27;1465;1571;251;37;214;51.3;68.18;69.1;0.55;227.37;9.76;27.93;58.52;51.73;48.27
2020;2209807;São Gonçalo do Piauí;PI;61.0;0.0;95.0;176.0;96.0;855.0;11.0;1.0;12;0;3;8;1;11;7;5;5030.0;355.0;1471.91;1212.0;50796000;1847;798;1876;487;27;1465;1571;251;37;214;51.3;68.18;69.1;0.55;227.37;9.76;27.93;58.52;51.73;48.27
2021;2209807;São Gonçalo do Piauí;PI;93.0;0.0;87.0;156.0;82.0;830.0;10.0;1.0;12;0;3;8;1;11;7;5;5044.0;355.0;1471.91;1212.0;56735000;1847;798;1876;487;27;1465;1571;251;37;214;51.3;68.18;69.1;0.55;227.37;9.76;27.93;58.52;51.73;48.27
2022;2209807;São Gonçalo do Piauí;PI;82.0;0.0;94.0;160.0;97.0;861.0;14.0;1.0;12;0;3;8;1;11;7;5;4837.0;355.0;1471.91;1212.0;74941000;1847;798;1876;487;27;1465;1571;251;37;214;51.3;68.18;69.1;0.55;227.37;9.76;27.93;58.52;51.73;48.27
2023;2209807;São Gonçalo do Piauí;PI;84.0;0.0;96.0;200.0;78.0;662.0;143.0;1.0;12;0;3;8;1;11;7;5;4837.0;355.0;1471.91;1212.0;80523000;1847;798;1876;487;27;1465;1571;251;37;214;51.3;68.18;69.1;0.55;227.37;9.76;27.93;58.52;51.73;48.27
2024;2209807;São Gonçalo do Piauí;PI;91.0;0.0;82.0;94.0;56.0;660.0;7.0;2.0;8;0;3;5;0;8;6;2;4944.0;355.0;1471.91;1212.0;80523000;1847;798;1876;487;27;1465;1571;251;37;214;51.3;68.18;69.1;0.55;227.37;9.76;27.93;58.52;51.73;48.27
2025;2209807;São Gonçalo do Piauí;PI;117.0;0.0;106.0;149.0;66.0;718.0;6.0;1.0;8;0;2;5;1;7;6;2;4985.0;355.0;1471.91;1212.0;80523000;1847;798;1876;487;27;1465;1571;251;37;214;51.3;68.18;69.1;0.55;227.37;9.76;27.93;58.52;51.73;48.27
2018;2209856;São João da Canabrava;PI;42.0;0.0;34.0;155.0;39.0;749.0;16.0;3.0;24;0;1;23;0;24;2;22;4602.0;224.0;1310.99;1212.0;36046000;1736;705;1806;482;17;1294;1566;244;39;205;46.32;63.1;69.14;0.52;229.34;7.84;10.52;60.18;40.51;59.49
2019;2209856;São João da Canabrava;PI;76.0;29.0;69.0;117.0;18.0;660.0;15.0;4.0;24;0;1;23;0;24;2;22;4608.0;224.0;1310.99;1212.0;41389000;1736;705;1806;482;17;1294;1566;244;39;205;46.32;63.1;69.14;0.52;229.34;7.84;10.52;60.18;40.51;59.49
