number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_k_features,params_learning_rate,params_max_depth,params_min_child_samples,params_n_estimators,params_num_leaves,params_reg_alpha,params_reg_lambda,params_subsample,user_attrs_rmse_cv_std,state
23,0.31208480001260347,2026-06-20 00:32:42.658900,2026-06-20 00:32:43.906871,0 days 00:00:01.247971,0.9544163272544859,85,0.0279750950973149,3,27,246,37,1.7336642121168853e-05,7.01718428585901e-07,0.9536282877161537,0.009262996138813817,COMPLETE
24,0.3148700015799226,2026-06-20 00:32:43.907012,2026-06-20 00:32:45.069790,0 days 00:00:01.162778,0.9137985648305876,67,0.06721247797568577,4,41,183,60,3.6242944154822144e-05,1.3560318233438057e-05,0.8697221918709778,0.007752562167215686,COMPLETE
25,0.3190655787028961,2026-06-20 00:32:45.069928,2026-06-20 00:32:47.025159,0 days 00:00:01.955231,0.9649778574263065,55,0.052400672305606105,5,54,295,39,7.105110422346633e-07,0.0019676389883831837,0.9642204832884465,0.00927220374274773,COMPLETE
26,0.31502393798320955,2026-06-20 00:32:47.025293,2026-06-20 00:32:48.001443,0 days 00:00:00.976150,0.924613183741185,83,0.029547504904166317,3,70,183,27,1.4984918199081922,0.0005837744033456621,0.9991112062683725,0.008528200450881344,COMPLETE
27,0.3245948384320857,2026-06-20 00:32:48.001573,2026-06-20 00:32:49.727632,0 days 00:00:01.726059,0.9990761171539791,46,0.0847016628234214,4,36,306,57,2.0910117041684276e-08,1.464838752333341e-06,0.9236623187203028,0.008198974183703973,COMPLETE
28,0.32225560107763135,2026-06-20 00:32:49.727761,2026-06-20 00:32:52.332525,0 days 00:00:02.604764,0.8919306274549031,33,0.046672490608085954,5,45,413,22,0.001644251403114525,3.670137173236047e-05,0.6040056788603096,0.00905320706108403,COMPLETE
29,0.312141477368003,2026-06-20 00:32:52.332652,2026-06-20 00:32:53.208982,0 days 00:00:00.876330,0.9587433069960395,70,0.08523293366802319,3,58,100,42,0.032060629788994696,1.1992676826064444e-07,0.8941351098243784,0.008483710475684752,COMPLETE
30,0.31583572191330667,2026-06-20 00:32:53.209114,2026-06-20 00:32:55.831552,0 days 00:00:02.622438,0.8425599749911756,61,0.028982383104690534,4,49,472,29,0.0001254751237999502,2.304832067861803e-07,0.946722624188099,0.008796922934664417,COMPLETE
31,0.31153084293192,2026-06-20 00:32:55.831687,2026-06-20 00:32:56.950174,0 days 00:00:01.118487,0.9408779779124921,68,0.03734423925449422,3,54,182,35,0.0016534698845719553,9.591392282551385e-06,0.9757546591208871,0.00784772105959678,COMPLETE
32,0.31206254169169717,2026-06-20 00:32:56.950381,2026-06-20 00:32:58.138738,0 days 00:00:01.188357,0.9355253256893596,60,0.024308581044602557,3,41,196,17,3.930209612884827e-06,3.0355767827407734e-05,0.9724440433010719,0.008974312989932117,COMPLETE
33,0.31369953681990354,2026-06-20 00:32:58.138877,2026-06-20 00:32:59.880470,0 days 00:00:01.741593,0.9702170084973732,48,0.04489072480685036,4,59,275,34,1.8875773660415678,3.2277883750669733e-06,0.9079640247364668,0.009433710683551874,COMPLETE
34,0.3150644672355315,2026-06-20 00:32:59.880603,2026-06-20 00:33:01.619002,0 days 00:00:01.738399,0.8942193513935012,71,0.03285167687517979,3,69,397,67,0.16377253036222436,7.040690478014759e-08,0.9728220223887168,0.007601521245571308,COMPLETE
35,0.3137482684875869,2026-06-20 00:33:01.619128,2026-06-20 00:33:02.963687,0 days 00:00:01.344559,0.9782061729681557,82,0.019475952251560246,5,32,142,52,0.00584101876962942,9.179278677053686e-06,0.9416286534020668,0.009033014721405351,COMPLETE
36,0.32005312147533715,2026-06-20 00:33:02.963814,2026-06-20 00:33:04.212568,0 days 00:00:01.248754,0.932387667423109,59,0.09464932699682797,4,52,217,38,0.0005472168598882662,1.3639322062575227e-06,0.8593529579805654,0.010599289654052841,COMPLETE
37,0.3133497004960609,2026-06-20 00:33:04.212691,2026-06-20 00:33:05.463758,0 days 00:00:01.251067,0.9757470591091338,38,0.02425619751264799,3,64,303,44,4.482744779662005e-07,0.0008087553750036766,0.9084889734863123,0.008468458208588693,COMPLETE
38,0.3280177974561034,2026-06-20 00:33:05.463881,2026-06-20 00:33:09.668380,0 days 00:00:04.204499,0.9052661354450174,66,0.043207084264516665,4,46,990,23,6.867607319896736e-05,3.9313887199135776e-08,0.8100898291534454,0.008966251763811372,COMPLETE
